"state","communityname","PolicReqPerOffic","PolicPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","NumKindsDrugsSeiz","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","LemasPctPolicOnPatr","LemasGangUnitDeploy","LemasPctOfficDrugUn","PolicBudgPerPop","ViolentCrimesPerPop"
54,"Huntingtoncity",0.33,0.17,0.86,0.98,0.03,0,0,0.02,0.04,0.29,0.3,0.04,0.31,0.09,0.03,0,0.84,0,1,0.04,0.23
42,"Stroudtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.03,0.13,NA,NA,NA,NA,0,NA,0.08
18,"Wabashcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.19,0.02,NA,NA,NA,NA,0,NA,0.08
48,"Edinburgcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.18,0.01,NA,NA,NA,NA,0,NA,0.2
25,"Lynncity",0.27,0.18,0.86,0.83,0.18,0.09,0,0.19,0.02,0.71,0.99,0.03,0.63,0.5,0.04,0.02,0.86,1,0.41,0.15,0.73
34,"Woodbridgetownship",0.26,0.16,0.76,0.96,0,0.06,0,0.04,0.02,0.64,0.02,0.07,0.34,0.39,0.02,0.02,0.84,0,0.36,0.1,0.17
42,"Hampdentownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,0.02,NA,NA,NA,NA,0,NA,0.07
34,"JerseyCitycity",0.4,0.41,0.17,0.79,0.18,0.16,0,0.22,0.18,0.71,0.17,0.04,1,1,0.29,0.19,0.49,0,0.55,0.36,0.83
53,"PortAngelescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.15,0.14,NA,NA,NA,NA,0,NA,0.1
40,"TheVillagecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.34,0,NA,NA,NA,NA,0,NA,0.25
39,"Sanduskycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.25,0.02,NA,NA,NA,NA,0,NA,0.12
35,"SilverCitytown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.1,0,NA,NA,NA,NA,0,NA,0.25
48,"Taylorcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.09,0.04,NA,NA,NA,NA,0,NA,0.3
34,"BerkeleyHeightstownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.16,0.54,NA,NA,NA,NA,0,NA,0.02
9,"Manchestertown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.16,0.16,NA,NA,NA,NA,0,NA,0.19
37,"Greensborocity",0.09,0.07,0.57,0.61,0.41,0,0,0.29,0.02,0.64,0.05,0.23,0.19,0.09,0.1,0.04,0,1,0.33,0.09,0.36
12,"CoralSpringscity",0.31,0.14,0.89,0.97,0.03,0.02,0,0.03,0.04,0.57,0.15,0.07,0.28,0.04,0.14,0.05,0.54,0.5,0.67,0.24,0.12
18,"Scherervilletown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.13,0.12,NA,NA,NA,NA,0,NA,0.01
42,"NetherProvidencetownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.41,NA,NA,NA,NA,0,NA,0.06
39,"NorthRidgevillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.08,0.06,NA,NA,NA,NA,0,NA,0.1
34,"Dovertown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.47,0.19,NA,NA,NA,NA,0,NA,0.1
25,"Marlboroughcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.13,0.04,NA,NA,NA,NA,0,NA,0.21
39,"Athenscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.26,0.05,NA,NA,NA,NA,0,NA,0.1
48,"Wataugacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.41,0,NA,NA,NA,NA,0,NA,0.07
49,"NorthOgdencity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.16,0.08,NA,NA,NA,NA,0,NA,0.02
25,"NorthReadingtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.07,0.14,NA,NA,NA,NA,0,NA,0.03
50,"Colchestertown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.03,0.04,NA,NA,NA,NA,0,NA,0.01
13,"Savannahcity",0.23,0.06,0.52,0.51,0.78,0,0,0.54,0.12,0.21,0.06,0.18,0.18,0.35,0.11,0,0.8,0,1,0.02,0.41
6,"Reddingcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.11,0.05,NA,NA,NA,NA,0,NA,0.26
37,"Lexingtoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.11,0.02,NA,NA,NA,NA,0,NA,0.42
12,"NorthLauderdalecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.57,0.08,NA,NA,NA,NA,0,NA,0.18
34,"LittleFallstownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.34,0.34,NA,NA,NA,NA,0,NA,0.13
18,"LakeStationcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0.04,NA,NA,NA,NA,0,NA,0.29
6,"Artesiacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8,0.07,NA,NA,NA,NA,0,NA,0.68
42,"Ephrataborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.28,0.01,NA,NA,NA,NA,0,NA,0.05
41,"Eugenecity",0.67,0.09,0.9,0.93,0.08,0,0.14,0.07,0.05,0.93,0.24,0.11,0.25,0.2,0.06,0.04,0.93,1,1,0.14,0.16
6,"Torrancecity",0.21,0.12,0.62,0.84,0.04,0.15,0.38,0.16,0.03,0.5,0.76,0.06,0.54,0.09,0.09,0.07,0.92,1,0.42,0.24,0.26
39,"VanWertcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.18,0.01,NA,NA,NA,NA,0,NA,0.19
25,"Melrosecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.5,0.89,NA,NA,NA,NA,0,NA,0.03
45,"Clemsoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0,NA,NA,NA,NA,0,NA,0.15
24,"Hyattsvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.54,1,NA,NA,NA,NA,0,NA,0.29
54,"Viennacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.24,0.04,NA,NA,NA,NA,0,NA,0.01
12,"OaklandParkcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.35,0.16,NA,NA,NA,NA,0,NA,0.66
34,"Rutherfordborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.53,1,NA,NA,NA,NA,0,NA,0.05
48,"Mansfieldcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.03,0,NA,NA,NA,NA,0,NA,0.27
6,"Lodicity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.41,0.01,NA,NA,NA,NA,0,NA,0.49
48,"RoundRockcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.13,0.01,NA,NA,NA,NA,0,NA,0.08
49,"SpanishForkcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.05,NA,NA,NA,NA,0,NA,0.04
51,"Danvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.1,0.12,NA,NA,NA,NA,0,NA,0.16
23,"SouthPortlandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.16,0.14,NA,NA,NA,NA,0,NA,0.06
55,"Watertowncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.16,0.04,NA,NA,NA,NA,0,NA,0.04
36,"Peekskillcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.38,0.63,NA,NA,NA,NA,0,NA,0.31
42,"Lancastercity",0.19,0.2,0.53,0.89,0.12,0.06,0,0.13,0,0.57,0.14,0.02,0.63,0.31,0.02,0.01,0.87,0,0,0.14,0.36
39,"Amherstcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.01,NA,NA,NA,NA,0,NA,0.05
55,"FondduLaccity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.25,0.04,NA,NA,NA,NA,0,NA,0.16
1,"Sheffieldcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0.01,NA,NA,NA,NA,0,NA,0.1
48,"Pariscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.08,0,NA,NA,NA,NA,0,NA,0.74
44,"Pawtucketcity",0.34,0.2,0.78,0.99,0.02,0,0,0.01,0.06,0.5,0.18,0.02,0.7,0.18,0.06,0.01,0.84,0.5,1,0.1,0.19
45,"Newberrytown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0,NA,NA,NA,NA,0,NA,0.63
13,"Decaturcity",0.37,1,0.58,0.67,0.52,0.01,0,0.36,0.16,0.79,0.27,0.01,0.35,0.76,0.43,0.15,0.9,0,0.71,1,0.42
19,"FortMadisoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.1,0.02,NA,NA,NA,NA,0,NA,0.04
42,"Logantownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.02,0.01,NA,NA,NA,NA,0,NA,0.06
53,"Wenatcheecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.3,0.01,NA,NA,NA,NA,0,NA,0.2
9,"NewHaventown",0.24,0.32,0.45,0.67,0.44,0.09,0,0.37,0.04,0.64,0.43,0.05,0.58,0.53,0.09,0.05,0.76,0.5,0.32,0.21,0.88
25,"Dracuttown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.1,0.07,NA,NA,NA,NA,0,NA,0.12
48,"Enniscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.07,0,NA,NA,NA,NA,0,NA,0.11
6,"Marinacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.25,0.11,NA,NA,NA,NA,0,NA,0.27
55,"Caledoniatown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.04,0.04,NA,NA,NA,NA,0,NA,0.02
25,"Westfieldcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.07,0.06,NA,NA,NA,NA,0,NA,0.37
53,"Auburncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.14,0.18,NA,NA,NA,NA,0,NA,0.18
25,"Andovertown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.08,0.15,NA,NA,NA,NA,0,NA,0.04
42,"Lebanoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.49,0.06,NA,NA,NA,NA,0,NA,0.12
6,"Visaliacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.27,0.04,NA,NA,NA,NA,0,NA,0.32
6,"ElMontecity",0.34,0.08,0.63,0.48,0.04,0.47,0.29,0.37,0.04,0.79,0.33,0.03,0.94,0.36,0.01,0.04,0.9,1,1,0.19,0.54
39,"Xeniacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.23,0.02,NA,NA,NA,NA,0,NA,0.18
6,"Napacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.3,0.09,NA,NA,NA,NA,0,NA,0.25
6,"Bellflowercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.85,0.14,NA,NA,NA,NA,0,NA,0.7
12,"NewPortRicheycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.28,0,NA,NA,NA,NA,0,NA,0.22
45,"Spartanburgcity",0.51,0.25,0.28,0.79,0.34,0,0,0.23,0.11,0.57,0.39,0.05,0.2,0.13,0.03,0.01,0.84,0,1,0.16,1
55,"LaCrossecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.23,0.18,NA,NA,NA,NA,0,NA,0.03
37,"Charlottecity",0.08,0,0.54,0.78,0.3,0.05,0,0.24,0.04,0.57,0.06,0.51,0.19,0.25,0.15,0.02,0.81,0,0.71,0,0.74
12,"Lakelandcity",0.23,0.26,0.69,0.86,0.13,0.04,0.19,0.13,0.07,0.57,0.33,0.11,0.15,0.07,0.1,0.02,0.73,1,0.99,0.15,0.63
18,"Carmelcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.17,0.02,NA,NA,NA,NA,0,NA,0.05
34,"Somervilleborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.41,0.18,NA,NA,NA,NA,0,NA,0.09
42,"Hamptontownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.19,NA,NA,NA,NA,0,NA,0.04
45,"NorthCharlestoncity",0.45,0.19,0.62,0.69,0.44,0.06,0,0.34,0.01,0.64,0.02,0.14,0.12,0.17,0.08,0.01,0.92,1,0.3,0.1,0.93
29,"PoplarBluffcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0.03,NA,NA,NA,NA,0,NA,0.19
42,"EastLampetertownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.05,0.06,NA,NA,NA,NA,0,NA,0.06
54,"Clarksburgcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.19,0.12,NA,NA,NA,NA,0,NA,0.03
48,"Pecoscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0.33,NA,NA,NA,NA,0,NA,0.1
18,"LaPortecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.16,0.04,NA,NA,NA,NA,0,NA,0.53
12,"WinterHavencity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.17,0.03,NA,NA,NA,NA,0,NA,0.59
51,"Richmondcity",0.95,0.31,0.36,0.56,0.66,0.04,0,0.48,0.11,0.71,0.19,0.17,0.28,0.72,0.28,0.1,0.79,0.5,0.48,0.22,0.67
9,"Cheshiretown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.06,0.07,NA,NA,NA,NA,0,NA,0.01
44,"Coventrytown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.04,0.04,NA,NA,NA,NA,0,NA,0.05
47,"OakRidgecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.03,0,NA,NA,NA,NA,0,NA,0.14
1,"Montgomerycity",0.1,0.05,0.84,0.21,1,0,0,0.88,0.02,0.21,0.07,0.39,0.12,0.09,0.04,0.01,0,0,0.36,0.01,0.35
29,"Overlandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.34,0.07,NA,NA,NA,NA,0,NA,0.17
29,"Maryvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.2,0,NA,NA,NA,NA,0,NA,0.05
25,"Greenfieldtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.07,0.04,NA,NA,NA,NA,0,NA,0.69
25,"Stoughtontown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.14,0.33,NA,NA,NA,NA,0,NA,0.11
47,"Kingsportcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.09,0,NA,NA,NA,NA,0,NA,0.24
12,"WiltonManorscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.51,0.14,NA,NA,NA,NA,0,NA,0.35
18,"MichiganCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.14,0.1,NA,NA,NA,NA,0,NA,0.27
25,"EastBridgewatertown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.08,NA,NA,NA,NA,0,NA,0.13
6,"Pittsburgcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.37,0.25,NA,NA,NA,NA,0,NA,0.36
1,"PhenixCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.1,0.05,NA,NA,NA,NA,0,NA,0.34
9,"Stratfordtown",0.22,0.18,0.62,0.63,0.06,0.09,0,0.07,0.02,0.5,0.38,0.05,0.23,0.11,0.01,0.01,0.93,0,0.51,0.13,0.08
9,"Plainfieldtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.03,0.03,NA,NA,NA,NA,0,NA,0.05
38,"Bismarckcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.17,0.01,NA,NA,NA,NA,0,NA,0.03
48,"Stephenvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0,NA,NA,NA,NA,0,NA,0.03
25,"Dennistown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.06,0.07,NA,NA,NA,NA,0,NA,0.12
42,"Dunmoreborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0.11,NA,NA,NA,NA,0,NA,0.06
8,"Englewoodcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.38,0.25,NA,NA,NA,NA,0,NA,0.32
34,"Carteretborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.36,0.22,NA,NA,NA,NA,0,NA,0.19
48,"LaMarquecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0,NA,NA,NA,NA,0,NA,0.14
34,"LongBranchcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.46,0.34,NA,NA,NA,NA,0,NA,0.51
33,"Bedfordtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.03,0.02,NA,NA,NA,NA,0,NA,0.01
48,"Greenvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.08,0.02,NA,NA,NA,NA,0,NA,0.59
25,"Westporttown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,0.03,NA,NA,NA,NA,0,NA,0.09
34,"Lowertownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,0.09,NA,NA,NA,NA,0,NA,0.1
51,"Williamsburgcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.11,0.06,NA,NA,NA,NA,0,NA,0.09
42,"UpperAllentownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.03,NA,NA,NA,NA,0,NA,0.03
42,"Allentowncity",0.34,0.16,0.98,0.76,0.15,0.24,0,0.27,0.05,0.36,0.2,0.05,0.5,0.19,0.04,0.02,0.86,0,0.72,0.08,0.28
39,"Libertytownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.09,0.05,NA,NA,NA,NA,0,NA,0.1
34,"Sayrevilleborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.18,0.5,NA,NA,NA,NA,0,NA,0.12
6,"LongBeachcity",0.65,0.13,0.46,0.72,0.13,0.27,0.26,0.29,0.1,0.5,0.72,0.14,0.72,0.35,0.2,0.28,0.84,0.5,0.43,0.26,0.67
34,"Montvilletownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.07,0.2,NA,NA,NA,NA,0,NA,0.02
6,"Fillmorecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.38,0.02,NA,NA,NA,NA,0,NA,0.29
53,"Vancouvercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.27,0.24,NA,NA,NA,NA,0,NA,0.36
39,"Delawarecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.16,0.02,NA,NA,NA,NA,0,NA,0.11
1,"FortPaynecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.02,0.01,NA,NA,NA,NA,0,NA,0.03
1,"Northportcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0,NA,NA,NA,NA,0,NA,0.35
13,"Daltoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,0.01,NA,NA,NA,NA,0,NA,0.25
40,"Bethanycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.32,0.01,NA,NA,NA,NA,0,NA,0.06
6,"BeverlyHillscity",0.4,0.38,0.95,0.79,0.06,0.19,0.74,0.22,0.02,0,0.19,0.01,0.47,0.24,0.05,0.05,0.91,0,0.49,0.69,0.45
48,"Baytowncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.17,0.01,NA,NA,NA,NA,0,NA,0.23
39,"Zanesvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.21,0.07,NA,NA,NA,NA,0,NA,0.32
34,"MountLaureltownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.12,0.2,NA,NA,NA,NA,0,NA,0.04
25,"Belmonttown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.44,0.74,NA,NA,NA,NA,0,NA,0.02
29,"Arnoldcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0.04,NA,NA,NA,NA,0,NA,0.16
34,"Gloucestertownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.19,0.36,NA,NA,NA,NA,0,NA,0.12
34,"Bayonnecity",0.25,0.26,0.88,0.93,0.05,0.06,0,0.05,0.03,0.57,0.12,0.01,0.91,0.96,0.04,0.03,0.79,0,0.49,0.23,0.2
39,"Cantoncity",0.25,0.18,0.95,0.72,0.42,0.02,0,0.3,0.05,0.5,0.14,0.06,0.35,0.14,0.07,0.02,0.66,0,0.93,0.12,0.51
34,"NorthPlainfieldborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.56,0.28,NA,NA,NA,NA,0,NA,0.18
36,"NiagaraFallscity",0.3,0.25,0.7,0.94,0.08,0.02,0,0.07,0.04,0.5,0.39,0.04,0.37,0.17,0.04,0.02,0.62,0,0.66,0.16,0.3
37,"Monroecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.1,0.01,NA,NA,NA,NA,0,NA,0.37
6,"Sangercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.31,0,NA,NA,NA,NA,0,NA,0.31
39,"Brooklyncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.23,NA,NA,NA,NA,0,NA,0.04
6,"Ukiahcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.26,0.02,NA,NA,NA,NA,0,NA,0.18
21,"Georgetowncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0.01,NA,NA,NA,NA,0,NA,0.48
40,"Duncancity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.01,NA,NA,NA,NA,0,NA,0.09
23,"Biddefordcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.06,0.07,NA,NA,NA,NA,0,NA,0.07
48,"Killeencity",0.2,0.11,0.32,0.83,0.04,0.16,0.49,0.19,0.08,0.36,0.26,0.08,0.19,0.01,0.05,0.01,0.71,0,1,0.08,0.27
6,"Antiochcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.27,0.12,NA,NA,NA,NA,0,NA,0.3
4,"Nogalescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.08,0.03,NA,NA,NA,NA,0,NA,0.34
19,"Oskaloosacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.16,0.02,NA,NA,NA,NA,0,NA,0.07
47,"Hendersonvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.12,0.06,NA,NA,NA,NA,0,NA,0.17
34,"Glassboroborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0.14,NA,NA,NA,NA,0,NA,0.17
6,"SanGabrielcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.75,0.27,NA,NA,NA,NA,0,NA,0.34
39,"HuberHeightscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.16,0.09,NA,NA,NA,NA,0,NA,0.07
48,"Hurstcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.28,0.01,NA,NA,NA,NA,0,NA,0.35
34,"Westfieldtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.36,0.65,NA,NA,NA,NA,0,NA,0.04
34,"AtlanticCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.28,1,NA,NA,NA,NA,0,NA,1
48,"Palestinecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.09,0.01,NA,NA,NA,NA,0,NA,0.48
42,"Haverfordtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.42,0.5,NA,NA,NA,NA,0,NA,0.03
49,"Provocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.19,0.16,NA,NA,NA,NA,0,NA,0.07
39,"Westervillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.3,0.04,NA,NA,NA,NA,0,NA,0.05
9,"WestHaventown",0.23,0.19,0.78,0.91,0.12,0.02,0,0.1,0.02,0.21,0.07,0.03,0.42,0.19,0.02,0.01,0.93,0,0.58,0.15,0.12
48,"Portlandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.17,0.01,NA,NA,NA,NA,0,NA,0.04
34,"Dovertownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.15,0.07,NA,NA,NA,NA,0,NA,0.08
39,"Perkinstownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.03,0.01,NA,NA,NA,NA,0,NA,0.1
25,"Harvardtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.04,0.75,NA,NA,NA,NA,0,NA,0
36,"NorthTonawandacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.29,0.03,NA,NA,NA,NA,0,NA,0.04
